Name,Categories,Cuisine Types,Nationalities,Rating,Address,Res_Latitude,Res_Longitude,Reviews,Distance,Phone,Closed,Price
O2 Valley,"Bubble Tea, Taiwanese",,,4.5,"19058 Stevens Creek Blvd, Cupertino",37.322543,-122.0058113,470,454.1512261133682,+14085640542,False,$$
Siam Station,"Thai, Pan Asian",,"Thai, Pan Asian",4.5,"20956 Homestead Rd, Cupertino",37.33685,-122.04032,469,3172.529617674192,+14083525207,False,$$
Curry Hyuga,Japanese Curry,,Japanese Curry,4.5,"19650 Stevens Creek Blvd, Cupertino",37.32198,-122.01705,128,673.5302180472822,+14083525368,False,$$
Shanghai No. One,Noodles,,,4.0,"19634 Stevens Creek Blvd, Cupertino",37.3224155,-122.01775517,436,657.6061274061163,+14082551288,False,$$
Ramen Hajime,Ramen,,,4.5,"5229 Stevens Creek Blvd, Santa Clara",37.32396,-121.99435,355,1470.1029902670487,+14088996254,False,$$
Holder's Country Inn - Cupertino,"Breakfast & Brunch, American, Diners",,American,4.0,"10088 N Wolfe Rd, Cupertino",37.32491464630353,-122.01384849058518,830,544.3320714875482,+14082442798,False,$$
Hi Pot,"Szechuan, Taiwanese, Shanghainese",,,4.0,"19066 Stevens Creek Blvd, Cupertino",37.32265,-122.00596,474,444.31637792807567,+14083662318,False,$$
Kizuna,"Japanese Curry, Noodles",,Japanese Curry,4.5,"6174 Bollinger Rd, San Jose",37.31028,-122.01296,364,1371.404890892218,+14084772633,False,$$
Aqui Cal-Mex,"New American, Mexican, Vegetarian",,"New American, Mexican",4.0,"10630 S De Anza Blvd, Cupertino",37.313985,-122.031758,1017,2030.3314834618807,+14089961443,False,$$
Happy Lamb Hot Pot,"Chinese, Hot Pot, Seafood",Seafood,Chinese,4.0,"19062 Stevens Creek Blvd, Cupertino",37.322716,-122.005883,1265,456.9455242704772,+14089969919,False,$$
Dish N Dash - Cupertino,"Middle Eastern, Juice Bars & Smoothies",Juice Bars & Smoothies,Middle Eastern,4.0,"20750 Stevens Creek Blvd, Cupertino",37.322601,-122.036998,446,2354.1590150641855,+14088992565,False,$$
Jack's Restaurant & Bar,"Breakfast & Brunch, American, Bars",Bars,American,4.5,"1502 Saratoga Ave, San Jose",37.29470061595363,-121.98805460221818,241,3516.6850653192355,+14086802684,False,$$
Fuji Huoshao & Dumpling,Chinese,,Chinese,4.0,"6184 Bollinger Rd, San Jose",37.3089370727539,-122.013053894043,426,1396.9827436646835,+14089960317,False,$$
Grandma's Kitchen,Chinese,,Chinese,4.0,"19541 Richwood Dr, Cupertino",37.321971,-122.014903,185,411.52526074056595,+14083525052,False,$$
La Pizzeria Cupertino,"Italian, Vegan, Pizza",Pizza,Italian,4.0,"10088 N Wolfe Rd, Cupertino",37.3247704743891,-122.0139185,162,534.513057467709,+14088630308,False,$$
Wanpo Tea Shop,"Bubble Tea, Taiwanese",,,4.0,"19319 Stevens Creek Blvd, Cupertino",37.32333492711171,-122.0069328,201,419.32174148308815,+16696001289,False,$
10 Butchers Korean BBQ,"Korean, Barbeque, Wine Bars","Barbeque, Wine Bars",Korean,4.5,"595 E El Camino Real, Sunnyvale",37.36286,-122.025477,1452,4853.699880529145,+14087208889,False,N/A
Sizzling Lunch,"Steakhouses, Teppanyaki",Steakhouses,,4.0,"10033 Saich Way, Cupertino",37.3237734266606,-122.03738911286707,611,2402.911628004911,+14083202444,False,$$
Myungrang Hot Dog,Hot Dogs,,,4.5,"19540 Vallco Pkwy, Cupertino",37.32463133612357,-122.0106477740767,564,423.78429096706395,+14089316487,False,$
Egglicious India,Indian,,Indian,4.5,"4996 Stevens Creek Blvd, San Jose",37.322625,-121.990382,120,1787.2438972363425,+16693013801,False,$$
Maison Selby,"French, Bistros, Cocktail Bars",Cocktail Bars,French,4.0,"592 Sherbourne Street, Toronto",43.6712727802952,-79.37660004670653,116,1150.49397142334,+16479431676,False,N/A
Black Camel,Sandwiches,Sandwiches,,4.5,"4 Crescent Road, Toronto",43.677122232751,-79.389209714264,383,948.910284109828,+14169297518,False,$
Naan & Kabob,"Afghan, Kebab",,,4.0,"691 Yonge Street, Toronto",43.66905,-79.38606,151,1489.1258634563221,+14169726623,False,$$
Portici,"Italian, Pizza, Cafes","Pizza, Cafes",Italian,4.0,"6 Scollard Street, Toronto",43.67196,-79.39072,86,1244.6631295773432,+16473512235,False,$$
Cafe Landwer - Yonge & Bloor,"Breakfast & Brunch, Cafes, Mediterranean",Cafes,Mediterranean,4.0,"33 Bloor St E, Toronto",43.67028,-79.38553,81,1344.9785036476978,+14164999942,False,$$
Osteria Giulia,Italian,,Italian,4.5,"134 Avenue Road, Toronto",43.67431,-79.39668,39,1618.596722629972,+14169648686,False,$$$$
Tokyo Kitchen,Japanese,,Japanese,4.0,"20 Charles Street E, Toronto",43.6690940080509,-79.3851124367706,169,1459.479977493703,+14169689889,False,$$
Union Social Eatery,"American, Canadian (New)",,"American, Canadian (New)",4.0,"21 Saint Clair Avenue W, Toronto",43.687794516424,-79.3950692564249,169,1467.5738319561865,+14169013456,False,$$
Umami Poke,"Hawaiian, Seafood, Poke",Seafood,,4.5,"1252 Yonge Street, Toronto",43.68318,-79.39229,56,1079.2984933503321,+16473516998,False,$$
Scaddabush,"Italian, Pizza, Bars","Pizza, Bars",Italian,3.0,"580 Progress Avenue, Scarborough",43.777655,-79.254437,227,375.4721480192573,+14162969697,False,$$
Katsuya,Japanese,,Japanese,4.0,"4447 Sheppard Ave E, Toronto",43.787399,-79.2670943,212,1855.5098803153007,+14162934449,False,$$
Fishman Lobster Clubhouse Restaurant,"Chinese, Seafood",Seafood,Chinese,4.0,"4020 Finch Avenue E, Toronto",43.80193591119125,-79.29539503439331,1161,4612.234883730937,+14163210250,False,$$$$
Jack's Astor's,"Canadian (New), Sports Bars, Burgers","Sports Bars, Burgers",Canadian (New),3.0,"580 Progress Ave, Scarborough",43.77757499092697,-79.25419121486765,150,357.60587532689027,+14162960965,False,$$
Milestones,"Comfort Food, Bars, Canadian (New)",Bars,Canadian (New),3.0,"300 Borough Drive, Toronto",43.778057,-79.255478,118,460.2992958641707,+14162900464,False,$$
St Andrews Fish & Chips,"Seafood, Fish & Chips",Seafood,,3.5,"1589 Ellesmere Rd, Scarborough",43.7714799,-79.25274,53,383.9503921741585,+14164316574,False,$$
Gyubee Japanese Grill - Scarborough,"Japanese, Barbeque",Barbeque,Japanese,4.5,"3720 Midland Ave, Toronto",43.815828448140785,-79.29323515226439,269,5639.058309326997,+14162998968,False,$$$
Allstar Wings & Ribs,"Chicken Wings, Canadian (New), Sports Bars",Sports Bars,Canadian (New),3.0,"1-1245 McCowan Road, Toronto",43.77323967177713,-79.25132928354344,118,180.34511866757788,+14162960303,False,$$
Ho Sushi Express,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"28 Lee Centre Drive, Toronto",43.7811,-79.24742,81,778.2241937068525,+14164319397,False,N/A
The Keg Steakhouse + Bar,"Steakhouses, Bars, Seafood","Steakhouses, Bars, Seafood",,4.0,"60 Estate Drive, Scarborough",43.782620154507434,-79.23509690753043,111,1607.4995673160663,+14164381452,False,$$$
St. Louis Bar and Grill,"Sports Bars, Chicken Wings",Sports Bars,,3.0,"55 Town Centre Court, Scarborough",43.7739,-79.25415,53,189.05107634117283,+14168499418,False,$$
Mona's Roti-Caribbean Food,Caribbean,,Caribbean,4.0,"4810 Sheppard Avenue East, Scarborough",43.79171,-79.25054,151,1918.9679540599925,+14164121200,False,$$
Daimaru Sukiyaki,"Hot Pot, Japanese, Chinese",,"Japanese, Chinese",4.5,"390 Silver Star Boulevard, Scarborough",43.8162865,-79.2962967,276,5752.562983137402,+16475597580,False,N/A
Bingz Crispy Burger,"Fast Food, Burgers, Chinese","Fast Food, Burgers",Chinese,4.0,"300 Borough Drive, Toronto",43.775981,-79.257619,16,472.9681380764996,+19056043229,False,N/A
Moxies,"Canadian (New), Steakhouses, Lounges",Steakhouses,Canadian (New),3.0,"300 Borough Drive, Scarborough",43.775981,-79.257619,120,472.9681380764996,+14162968803,False,$$
Gerhard's Cafe,"Cafes, Bakeries",Cafes,,4.0,"1085 Bellamy Road N, Scarborough",43.77564,-79.24129,37,841.1636466326399,+14164389800,False,$
Sansotei Ramen,Ramen,,,4.0,"300 Borough Drive, Scarborough",43.77497037460698,-79.25717463013164,16,420.88042233693517,+14162790586,False,N/A
J & J Kapuso Filipino Restaurant,Filipino,,Filipino,4.0,"1217 Ellesmere Road, Scarborough",43.7682,-79.26785,56,1464.7321488441642,+14162889243,False,$
One2 Snacks,"Malaysian, Chinese, Asian Fusion",,"Malaysian, Chinese, Asian Fusion",4.5,"8 Glen Watford Drive, Scarborough",43.7866073,-79.27672059999999,261,2383.695034248427,+16473407099,False,$
The Roti Hut,"Caribbean, Halal",,Caribbean,3.5,"351 Pitfield Road, Scarborough",43.78705,-79.25832,100,1440.6142596444301,+14162984153,False,$$
Hyderabad Biryani Hut,"Indian, Halal",,Indian,3.5,"1587 Ellesmere Road, Toronto",43.77147,-79.25278,30,372.6967354104884,+14164300065,False,N/A
The Captain's Boil,"Cajun/Creole, Seafood, Asian Fusion",Seafood,Asian Fusion,3.5,"4505 Sheppard Avenue E, Toronto",43.78797,-79.2647099,82,1782.7257121380487,+14169011688,False,$$
Thai Room,"Thai, Malaysian",,"Thai, Malaysian",3.5,"43 Milner Avenue, Toronto",43.7836569409067,-79.2531117552534,73,989.2464298831825,+14162920777,False,$$
Haidilao Hot Pot,Chinese,,Chinese,4.5,"1571 Sandhurst Cir, Toronto",43.80873,-79.27076,55,4010.237116352293,+14162931661,False,N/A
The Avenue Restaurant & Lounge,"Caribbean, Chinese, Lounges",,"Caribbean, Chinese",4.0,"1085 Bellamy Road N, Scarborough",43.77564,-79.24129,48,841.1636466326399,+16473505463,False,$$
Federick,Chinese,,Chinese,3.0,"1920 Ellesmere Road, Scarborough",43.7748649843068,-79.2409900948405,180,879.0230976225985,+14164399234,False,$$
Linh Anh Vietnamese Cuisine,"Vietnamese, Noodles",,Vietnamese,4.0,"3290 Midland Avenue, Scarborough",43.80661491302401,-79.28954526627042,142,4650.458846284834,+14163328688,False,$$
The Local Cafe and Restaurant,Cafes,Cafes,,4.5,"937 Progress Avenue, Toronto",43.784394308370395,-79.23032061671373,17,2037.1332245543633,+14162895000,False,$$
Prague Restaurant & Cafe,"Bars, Venues & Event Spaces, Czech",Bars,,4.0,"450 Scarborough Golf Club Road, Toronto",43.7550979,-79.2136979,36,3664.2483457231433,+14162890283,False,$$
Babu Catering & Take Out,"Indian, Caterers",,Indian,4.0,"4800 Sheppard Avenue E, Scarborough",43.79149,-79.25154,136,1858.7965818964783,+14162982228,False,$
Fuwa Fuwa Japanese Pancakes,"Waffles, Pancakes, Coffee & Tea",Coffee & Tea,,4.0,"300 Borough Drive, Scarborough",43.7756512333518,-79.25785520186687,16,484.4161400378671,+14162968880,False,$$
Katsupan,"Japanese, Patisserie/Cake Shop, Sandwiches",Sandwiches,Japanese,4.0,"E111 - 3262 Midland Avenue, Toronto",43.80564,-79.28761,76,4502.124788167099,+14162912348,False,$$
Chung Chun Rice Dog,"Hot Dogs, Korean",,Korean,4.5,"G112 - 3250 Midland Avenue, Toronto",43.8049823,-79.2876835,70,4428.240053555756,N/A,False,$
Asian Legend,Chinese,,Chinese,3.5,"4452 Sheppard Avenue E, Toronto",43.78841,-79.2672599,142,1947.5826386067893,+14162988081,False,$$
Kabob Guys - Afghan Grill,Kebab,,,4.0,"4045 Sheppard Ave E, Toronto",43.7833779,-79.2864764,44,2932.323516073502,+16477480003,False,N/A
Naan and Kabob,Afghan,,,4.0,"1780 Markham Road, Toronto",43.7952059,-79.2397806,68,2469.919844063248,+14162939992,False,$$
Hakka Legend Asian Cuisine,"Asian Fusion, Hakka",,Asian Fusion,3.5,"2058 Ellesmere Road, Scarborough",43.776368,-79.235003,87,1370.8002994303993,+14162898885,False,$$
Floga Estiatorio and Event Space,"Greek, Seafood, Venues & Event Spaces",Seafood,Greek,3.5,"1957 Kennedy Road, Toronto",43.76876,-79.28166,34,2481.993549131665,+14163359600,False,N/A
Taverniti,"Italian, Pizza",Pizza,Italian,4.0,"591 College Street, Toronto",43.65511,-79.41348,168,1019.4445396346445,+14165370078,False,$$
Si Lom Thai Bistro,"Thai, Noodles, Seafood",Seafood,Thai,4.0,"534 Church Street, Toronto",43.66503,-79.38082,200,177.9965770218952,+14165150888,False,$$
Torch Pressed Sushi,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.5,"507 Church St, Toronto",43.6659093206019,-79.3808230385184,73,97.92918618382814,+14169290678,False,$$
Eataly Toronto,"Italian, Cheese Shops, Pizza",Pizza,Italian,3.5,"55 Bloor Street W, Toronto",43.6696154170451,-79.3887948598768,298,665.1631751441356,+14373740250,False,$$
Sassafraz,French,,French,3.5,"100 Cumberland Street, Toronto",43.6702957,-79.3910686,419,861.1046135904253,+14169642222,False,$$$
ramen RAIJIN ,"Ramen, Noodles, Soup",,,3.5,"24 Wellesley Street W, Toronto",43.66484,-79.38607,396,379.48176612802814,+16473480667,False,$$
Banh Mi Boys,"Vietnamese, Asian Fusion",,"Vietnamese, Asian Fusion",4.0,"399 Yonge Street, Toronto",43.6590974,-79.3820781,514,820.6998457573626,+14169770303,False,$
Mabu Generation,Taiwanese,,,4.0,"575 Yonge Street, Toronto",43.6650956222266,-79.3848299235106,60,290.87980952780333,+14169018183,False,$$
Cabano's Comfort Food,Comfort Food,,,4.5,"75 Saint Nicholas Street, Toronto",43.66767,-79.38642,80,403.29688322943383,N/A,False,N/A
JOEY Eaton Centre,"Canadian (New), Lounges, Steakhouses",Steakhouses,Canadian (New),3.5,"1 Dundas St W, Toronto",43.6558708964233,-79.382009190213,543,1179.2379840582794,+16473525639,False,$$
Koyoi Restaurant & Bar,"Japanese, Bars",Bars,Japanese,4.0,"2 Irwin Avenue, Toronto",43.6666786252858,-79.3854676187038,135,299.3430225903995,+16473515128,False,$$
Darvish Restaurant,Persian/Iranian,,Persian/Iranian,4.0,"508 Yonge Street, Toronto",43.66337,-79.38412,119,392.50157823106616,+14169298893,False,$$
Maha's,"Egyptian, Vegan, Sandwiches",Sandwiches,,4.0,"226 Greenwood Avenue, Toronto",43.67167,-79.32853,598,401.722976205873,+14164622703,False,$$
Lahore Tikka House,"Halal, Pakistani",,,3.5,"1365 Gerrard Street E, Toronto",43.67148,-79.32451,545,134.76873596827303,+14164061668,False,$$
Tea N Bannock,"American, Canadian (New)",,"American, Canadian (New)",4.5,"1294 Gerrard Street E, Toronto",43.671182,-79.3273557,47,327.2583139818822,+14162202915,False,$$
Bodega Henriette,"Bars, Canadian (New)",Bars,Canadian (New),4.0,"1801 Gerrard Street E, Toronto",43.6780199,-79.31471,74,948.8276707313552,+14165466261,False,$$
Le Conciliabule,"Bakeries, Wine Bars, Bistros",Wine Bars,,4.5,"1300 Gerrard Street E, Toronto",43.671365,-79.3272249,14,309.2358168264831,+14379811800,False,N/A
Lazy Daisy's Cafe,"Cafes, Breakfast & Brunch",Cafes,,4.0,"1515 Gerrard Street E, Toronto",43.6726699,-79.3194,155,344.0924052220637,+16473414070,False,$$
Casa Di Giorgios,"Italian, Pizza",Pizza,Italian,4.0,"1646 Queen St E, Toronto",43.6668499,-79.31518,75,926.7084412229887,+14166867066,False,$$
Eastside Social,"Seafood, Cocktail Bars","Seafood, Cocktail Bars",,4.5,"1008 Queen Street E, Toronto",43.661432,-79.339113,82,1744.4130956234787,+14164615663,False,$$
CrowdedHouse,Mediterranean,,Mediterranean,4.5,"1161 Queen Street E, Toronto",43.6622812,-79.3335735,64,1383.274763198621,+14164060400,False,$$
Wazema Ethiopian Restaurant,Ethiopian,,Ethiopian,4.5,"1360 Danforth Ave, Toronto",43.68253,-79.32856,27,1177.578120371546,+14164665713,False,$
Regency Restaurant,Indian,,Indian,4.0,"1423 Gerrard Street E, Toronto",43.67201,-79.32238,78,114.61215791045667,+14167787366,False,$$
The Burger's Priest,Burgers,Burgers,,3.5,"1636 Queen Street E, Toronto",43.666699590075,-79.3155846030585,509,914.2974070946709,+16473460617,False,$$
Maple Leaf Tavern,"American, Bars, Breakfast & Brunch",Bars,American,4.0,"955 Gerrard Street E, Toronto",43.66814,-79.33976,109,1383.0339569841124,+14164650955,False,$$$
Udupi Palace,"Indian, Vegetarian, Gluten-Free",,Indian,3.5,"1460 Gerrard Street E, Toronto",43.67273,-79.3210299,208,209.37745997429326,+14164058189,False,$$
Yaya Greek Bistro,"Breakfast & Brunch, Gluten-Free, Greek",,Greek,4.0,"1186 Queen Street E, Toronto",43.6630783791201,-79.33178893082199,82,1230.0510965488807,+14164639292,False,$$
Completo,"Latin American, Fast Food, Comfort Food",Fast Food,Latin American,4.5,"5 Coady Avenue, Toronto",43.6626328,-79.3340575,173,1374.716433820637,+14169019233,False,$
Souv Like,Greek,,Greek,4.5,"708 Pape Avenue, Toronto",43.67948,-79.34532,88,1908.2284039823867,+16473499420,False,$
Danforth Pizza House,Pizza,Pizza,,4.0,"920 Danforth Avenue, Toronto",43.68039,-79.33879,142,1499.9341232328095,+14164634927,False,$$
Breakwall BBQ,"Barbeque, Sports Bars, American","Barbeque, Sports Bars",American,4.0,"1910 Queen Street E, Toronto",43.6693242,-79.304498,63,1582.7431430796694,+14166994000,False,$$
Blondies,Pizza,Pizza,,4.0,"1555 Dundas Street E, Toronto",43.66683,-79.3302099,53,816.4150950440965,+14373411555,False,N/A
O Sushi,Sushi Bars,Sushi Bars,,4.0,"6 Coxwell Avenue, Toronto",43.66654,-79.31693,61,865.2214515859566,+14164661234,False,$$
Kibo Sushi House,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"1169 Queen Street E, Toronto",43.6625998,-79.3326829,92,1313.6774648917874,+14167926210,False,$$
Gautama,Indian,,Indian,3.5,"1416 Gerrard Street E, Toronto",43.67237,-79.3228199,64,65.02661536311973,+14164694444,False,$$
Leela Indian Food Bar,Indian,,Indian,4.0,"1386 Gerrard Street E, Toronto",43.6719741,-79.3243773,20,79.87392598885292,+14164618088,False,N/A
Little Coxwell Vietnamese And Thai Cuisine,"Vietnamese, Thai, Soup",,"Vietnamese, Thai",4.0,"986 Coxwell Avenue, East York",43.6961749185072,-79.3290924315309,144,680.1232013340503,+14169162565,False,$$
Cafe Cocoro,"Korean, Bakeries, Coffee & Tea",Coffee & Tea,Korean,4.5,"1989 Danforth Avenue, Toronto",43.68503,-79.31485,34,1085.5901203519263,+14163589862,False,$
The Greek Grill,"Greek, Mediterranean",,"Greek, Mediterranean",4.0,"128 O'Connor Drive, Toronto",43.69357,-79.3501,86,1964.3909009697545,+14164615200,False,$$
Ballissimo Loukoumades Bar,Cafes,Cafes,,5.0,"1027 Coxwell Ave, Toronto",43.6972483195453,-79.3290973082185,14,792.9858211762433,+14169012259,False,N/A
Patisserie La Cigogne,"Desserts, Breakfast & Brunch, Bakeries",Desserts,,3.5,"1419 Danforth Avenue, Toronto",43.68238,-79.32686,99,896.0696211609456,+14164662345,False,$$
Isabella's Mochi Donut Boutique,"Japanese, Breakfast & Brunch, Donuts",,Japanese,4.0,"2066 Queen St East, Toronto",43.670795,-79.297255,136,3187.1545464089395,+14166995050,False,$$
Hanamaru,"Grocery, Japanese, Korean",,"Japanese, Korean",4.5,"862 Pape Avenue, East York",43.68425,-79.34711,24,1816.1371131559356,+14169018862,False,N/A
White Lily Diner,"Breakfast & Brunch, Diners",,,4.5,"678 Queen Street E, Toronto",43.65881,-79.3511599,148,4055.7727183812153,+14169017800,False,$$
Our Spot,Cafes,Cafes,,4.5,"1779b Danforth Ave, Toronto",43.6841401,-79.3190019,13,902.9126754847223,+14164617768,False,N/A
Athens Pastries,"Bakeries, Greek",,Greek,4.5,"509 Danforth Avenue, Toronto",43.67795,-79.34878,128,2297.6279193436617,+14164635144,False,$
Sushi Bay,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"1028 Coxwell Avenue, Toronto",43.69673,-79.32934,40,748.0198817560344,+16473485788,False,$$
Galata Restaurant,Turkish,,,5.0,"940 Danforth Ave, Toronto",43.68047,-79.33843,13,1497.1868517915357,+14164612278,False,N/A
Pape Village,Greek,,Greek,4.5,"942 Pape Ave, Toronto",43.6867,-79.34808,24,1823.2012912532825,+14164218228,False,N/A
NextDoor Restaurant,"Canadian (New), Bars, Tapas/Small Plates",Bars,Canadian (New),4.0,"139 Main Street Unionville, Markham",43.8654,-79.31005,571,1020.4011216025576,+19056046983,False,$$
Smash Kitchen & Bar,"Comfort Food, American, Seafood",Seafood,American,4.0,"4261 Highway 7 E, Unionville",43.85912,-79.31473,875,263.00098354015455,+19059402000,False,$$
Alchemy Coffee,"Coffee & Tea, Breakfast & Brunch",Coffee & Tea,,4.0,"4361 Highway 7 E, Markham",43.860536887326894,-79.312339,608,451.44182753105804,+19056046622,False,$$
Good Catch Cafe,Hong Kong Style Cafe,Hong Kong Style Cafe,,4.0,"179 Enterprise Blvd, Markham",43.84966273452512,-79.32241793707824,147,1017.2138688074815,+19059403232,False,$$
Good Taste Casserole Rice - Unionville,Chinese,,Chinese,4.0,"8390 Kennedy Road, Markham",43.8612822,-79.3036518,171,999.0108977976512,+19056046691,False,$$
Haidilao Hot Pot,Chinese,,Chinese,4.5,"5328 Highway 7, Markham",43.8688098,-79.2816709,65,2947.595669545631,+19052019598,False,N/A
Chiang Rai Thai Kitchen and Bar,"Thai, Asian Fusion, Cocktail Bars",Cocktail Bars,"Thai, Asian Fusion",4.0,"7750 Kennedy Rd, Markham",43.84265,-79.30605,226,1719.2593954373397,+19056048424,False,$$
Poke Guys,"Poke, Hawaiian",,,4.0,"8110 Birchmount Road, Markham",43.8505186,-79.3256871,254,1139.4198822758444,+19054777653,False,$$
Ruth's Chris Steak House,"Steakhouses, Lounges, Seafood","Steakhouses, Seafood",,4.0,"170 Enterprise Blvd, Markham",43.8495534,-79.3245362,110,1140.4866899266913,+16477940170,False,$$$$
Good Catch Boil House,"Cajun/Creole, Seafood, Asian Fusion",Seafood,Asian Fusion,3.5,"179 Enterprise Boulevard, Markham",43.8495966723562,-79.3224447593093,469,1024.2770549555416,+19059402881,False,$$
Draco Markham,"Canadian (New), Asian Fusion, Cocktail Bars",Cocktail Bars,"Canadian (New), Asian Fusion",4.0,"170 Enterprise Boulevard, Markham",43.8497519,-79.3242324,111,1115.6059089779947,+19054891400,False,$$
